id_ccbh,blast2go_go_id,blast2go_e_value,blast2go_hits
PA4851_22650,P:GO:0046052,2.1026E-94,8
PA4851_22650,P:GO:0046061,2.1026E-94,8
PA4851_22650,P:GO:0046076,2.1026E-94,8
PA4851_22650,P:GO:0046081,2.1026E-94,8
PA4851_22650,F:GO:0047693,2.1026E-94,8
PA4851_22650,P:GO:0051289,2.1026E-94,8
PA4851_22655,F:GO:0000166,0.0,20
PA4851_22655,C:GO:0005618,0.0,20
PA4851_22655,C:GO:0005886,0.0,20
PA4851_22655,F:GO:0008728,0.0,20
PA4851_22655,F:GO:0008893,0.0,20
PA4851_22655,P:GO:0009405,0.0,20
PA4851_22655,P:GO:0015949,0.0,20
PA4851_22655,P:GO:0015968,0.0,20
PA4851_22655,P:GO:0015970,0.0,20
PA4851_22655,F:GO:0030145,0.0,20
PA4851_22660,F:GO:0003723,0.0,20
PA4851_22660,F:GO:0005506,0.0,20
PA4851_22660,F:GO:0051539,0.0,20
PA4851_22660,F:GO:0070041,0.0,20
PA4851_22660,P:GO:0070475,0.0,20
PA4851_22665,P:GO:0001666,0.0,20
PA4851_22665,F:GO:0004124,0.0,20
PA4851_22665,F:GO:0005515,0.0,20
PA4851_22665,C:GO:0005634,0.0,20
PA4851_22665,C:GO:0005774,0.0,20
PA4851_22665,C:GO:0005777,0.0,20
PA4851_22665,C:GO:0005829,0.0,20
PA4851_22665,C:GO:0005886,0.0,20
PA4851_22665,P:GO:0006535,0.0,20
PA4851_22665,P:GO:0007568,0.0,20
PA4851_22665,P:GO:0009567,0.0,20
PA4851_22665,C:GO:0009570,0.0,20
PA4851_22665,P:GO:0009860,0.0,20
PA4851_22665,F:GO:0030170,0.0,20
PA4851_22665,P:GO:0046686,0.0,20
PA4851_22665,C:GO:0048046,0.0,20
PA4851_22665,F:GO:0050017,0.0,20
PA4851_22665,F:GO:0080146,0.0,20
PA4851_22670,F:GO:0015344,0.0,20
PA4851_22670,F:GO:0015620,0.0,20
PA4851_22670,P:GO:0015685,0.0,20
PA4851_22670,F:GO:0019904,0.0,20
PA4851_22670,F:GO:0022834,0.0,20
PA4851_22670,P:GO:0033214,0.0,20
PA4851_22670,F:GO:0042912,0.0,20
PA4851_22670,P:GO:0042914,0.0,20
PA4851_22670,F:GO:0042931,0.0,20
PA4851_22670,C:GO:0045203,0.0,20
PA4851_22670,F:GO:0046872,0.0,20
PA4851_22670,P:GO:0055085,0.0,20
PA4851_22675,P:GO:0000160,2.58968E-143,20
PA4851_22675,F:GO:0004673,2.58968E-143,20
PA4851_22675,F:GO:0005515,2.58968E-143,20
PA4851_22675,P:GO:0006468,2.58968E-143,20
PA4851_22675,C:GO:0016021,2.58968E-143,20
PA4851_22675,C:GO:0044459,2.58968E-143,20
PA4851_22680,F:GO:0000156,9.20099E-66,20
PA4851_22680,P:GO:0000160,9.20099E-66,20
PA4851_22680,F:GO:0000976,9.20099E-66,20
PA4851_22680,F:GO:0001216,9.20099E-66,20
PA4851_22680,F:GO:0001217,9.20099E-66,20
PA4851_22680,F:GO:0005515,9.20099E-66,20
PA4851_22680,C:GO:0005737,9.20099E-66,20
PA4851_22680,C:GO:0032993,9.20099E-66,20
PA4851_22680,P:GO:0045893,9.20099E-66,20
PA4851_22685,F:GO:0000155,0.0,20
PA4851_22685,P:GO:0000160,0.0,20
PA4851_22685,P:GO:0001101,0.0,20
PA4851_22685,F:GO:0005524,0.0,20
PA4851_22685,C:GO:0005737,0.0,20
PA4851_22685,C:GO:0005886,0.0,20
PA4851_22685,P:GO:0009405,0.0,20
PA4851_22685,P:GO:0009725,0.0,20
PA4851_22685,F:GO:0009927,0.0,20
PA4851_22685,C:GO:0016021,0.0,20
PA4851_22685,P:GO:0018106,0.0,20
PA4851_22685,F:GO:0019900,0.0,20
PA4851_22685,P:GO:0023014,0.0,20
PA4851_22685,P:GO:0031323,0.0,20
PA4851_22685,P:GO:0042542,0.0,20
PA4851_22685,P:GO:0044010,0.0,20
PA4851_22685,P:GO:0046777,0.0,20
PA4851_22685,P:GO:0048523,0.0,20
PA4851_22685,P:GO:0051051,0.0,20
PA4851_22685,P:GO:0051171,0.0,20
PA4851_22685,P:GO:0060255,0.0,20
PA4851_22685,P:GO:0071470,0.0,20
PA4851_22685,P:GO:0071554,0.0,20
PA4851_22685,P:GO:0071840,0.0,20
PA4851_22685,P:GO:0080090,0.0,20
PA4851_22685,P:GO:0097308,0.0,20
PA4851_22685,P:GO:1900436,0.0,20
PA4851_22685,P:GO:1900445,0.0,20
PA4851_22685,P:GO:2000026,0.0,20
PA4851_22690,C:GO:0005829,1.49219E-127,20
PA4851_22690,P:GO:0006559,1.49219E-127,20
PA4851_22690,F:GO:0008720,1.49219E-127,20
PA4851_22690,P:GO:0009408,1.49219E-127,20
PA4851_22690,P:GO:0019664,1.49219E-127,20
PA4851_22690,F:GO:0070404,1.49219E-127,20
PA4851_22690,F:GO:0097256,1.49219E-127,20
PA4851_22695,,,
PA4851_22700,,,
PA4851_22705,F:GO:0003824,2.66861E-36,11
PA4851_22705,F:GO:0003943,2.66861E-36,11
PA4851_22705,F:GO:0004423,2.66861E-36,11
PA4851_22705,C:GO:0005576,2.66861E-36,11
PA4851_22705,C:GO:0005764,2.66861E-36,11
PA4851_22705,C:GO:0005886,2.66861E-36,11
PA4851_22705,P:GO:0006027,2.66861E-36,11
PA4851_22705,F:GO:0008484,2.66861E-36,11
PA4851_22705,C:GO:0016020,2.66861E-36,11
PA4851_22705,C:GO:0016021,2.66861E-36,11
PA4851_22705,F:GO:0016787,2.66861E-36,11
PA4851_22705,P:GO:0030207,2.66861E-36,11
PA4851_22705,C:GO:0035578,2.66861E-36,11
PA4851_22705,P:GO:0042340,2.66861E-36,11
PA4851_22705,C:GO:0043202,2.66861E-36,11
PA4851_22705,P:GO:0043312,2.66861E-36,11
PA4851_22705,F:GO:0043890,2.66861E-36,11
PA4851_22705,F:GO:0046872,2.66861E-36,11
PA4851_22705,C:GO:0070062,2.66861E-36,11
PA4851_22710,F:GO:0000287,0.0,20
PA4851_22710,F:GO:0003684,0.0,20
PA4851_22710,F:GO:0003887,0.0,20
PA4851_22710,F:GO:0005515,0.0,20
PA4851_22710,C:GO:0005737,0.0,20
PA4851_22710,P:GO:0006261,0.0,20
PA4851_22710,P:GO:0009432,0.0,20
PA4851_22710,P:GO:0042276,0.0,20
PA4851_22710,P:GO:0070987,0.0,20
PA4851_22710,C:GO:0090734,0.0,20
PA4851_22720,,,
PA4851_22725,,,
PA4851_22730,F:GO:0003824,1.90654E-58,20
PA4851_22730,F:GO:0005488,1.90654E-58,20
PA4851_22730,C:GO:0016020,1.90654E-58,20
PA4851_22735,,,
PA4851_22740,C:GO:0005886,2.95027E-49,5
PA4851_22740,F:GO:0020037,2.95027E-49,5
PA4851_22745,C:GO:0005886,0.0,20
PA4851_22745,F:GO:0015079,0.0,20
PA4851_22745,C:GO:0016021,0.0,20
PA4851_22745,P:GO:0071805,0.0,20
PA4851_22750,,,
PA4851_22755,,,
PA4851_22760,F:GO:0003824,1.51548E-42,12
PA4851_22760,C:GO:0005886,1.51548E-42,12
PA4851_22760,P:GO:0009056,1.51548E-42,12
PA4851_22760,P:GO:0043170,1.51548E-42,12
PA4851_22765,,,
PA4851_22770,,,
PA4851_22775,P:GO:0019058,1.54134E-101,1
PA4851_22780,C:GO:0030430,2.03546E-43,2
PA4851_22780,P:GO:0098003,2.03546E-43,2
PA4851_22785,,,
PA4851_22790,F:GO:0016787,5.97108E-72,2
PA4851_22795,P:GO:0019058,4.00774E-94,2
PA4851_22795,F:GO:0051539,4.00774E-94,2
PA4851_22800,C:GO:0019012,1.30037E-17,2
PA4851_22800,C:GO:0030430,1.30037E-17,2
PA4851_22800,P:GO:0046718,1.30037E-17,2
PA4851_22800,P:GO:0098003,1.30037E-17,2
PA4851_22800,C:GO:0098015,1.30037E-17,2
PA4851_22800,P:GO:0099001,1.30037E-17,2
PA4851_22805,P:GO:0009987,1.98204E-8,2
PA4851_22810,,,
PA4851_22815,,,
PA4851_22820,,,
PA4851_22825,,,
PA4851_22830,,,
PA4851_22835,,,
PA4851_22840,,,
PA4851_22845,,,
PA4851_22850,P:GO:0006508,6.68594E-11,1
PA4851_22850,F:GO:0008233,6.68594E-11,1
PA4851_22850,F:GO:0016787,6.68594E-11,1
PA4851_22850,C:GO:0019012,6.68594E-11,1
PA4851_22850,C:GO:0019028,6.68594E-11,1
PA4851_22850,C:GO:0039620,6.68594E-11,1
PA4851_22850,P:GO:0046797,6.68594E-11,1
PA4851_22855,C:GO:0005886,9.37868E-48,19
PA4851_22855,P:GO:0006508,9.37868E-48,19
PA4851_22855,F:GO:0008233,9.37868E-48,19
PA4851_22855,C:GO:0009579,9.37868E-48,19
PA4851_22855,C:GO:0044434,9.37868E-48,19
PA4851_22860,F:GO:0003677,9.01428E-39,5
PA4851_22860,P:GO:0006508,9.01428E-39,5
PA4851_22860,F:GO:0008233,9.01428E-39,5
PA4851_22860,F:GO:0016787,9.01428E-39,5
PA4851_22860,C:GO:0019012,9.01428E-39,5
PA4851_22860,C:GO:0019028,9.01428E-39,5
PA4851_22860,P:GO:0046718,9.01428E-39,5
PA4851_22860,P:GO:0099001,9.01428E-39,5
PA4851_22865,,,
PA4851_22870,,1.96402E-51,2
PA4851_22875,,,
PA4851_22880,,,
PA4851_22885,,,
PA4851_22890,F:GO:0003824,5.76696E-23,3
PA4851_22895,F:GO:0046872,6.60885E-9,3
PA4851_22900,,,
PA4851_22905,F:GO:0003677,1.22743E-60,6
PA4851_22905,P:GO:0006355,1.22743E-60,6
PA4851_22905,P:GO:0017000,1.22743E-60,6
PA4851_22905,P:GO:0030152,1.22743E-60,6
PA4851_22905,F:GO:0043565,1.22743E-60,6
PA4851_22905,P:GO:0044781,1.22743E-60,6
PA4851_22905,F:GO:0046983,1.22743E-60,6
PA4851_22905,P:GO:1900377,1.22743E-60,6
PA4851_22910,,,
PA4851_22915,,,
PA4851_22920,,,
PA4851_22925,,,
PA4851_22930,P:GO:0017000,9.76939E-33,1
PA4851_22930,P:GO:1900378,9.76939E-33,1
PA4851_22935,,,
PA4851_22940,,,
PA4851_22945,,,
PA4851_22950,,,
PA4851_22955,,,
PA4851_22960,,,
PA4851_22965,,,
PA4851_22970,,,
PA4851_22975,,,
PA4851_22980,,,
PA4851_22985,,,
PA4851_22990,F:GO:0000150,1.65667E-34,1
PA4851_22990,F:GO:0003677,1.65667E-34,1
PA4851_22990,P:GO:0006310,1.65667E-34,1
PA4851_22995,C:GO:0005829,0.0,20
PA4851_22995,P:GO:0006400,0.0,20
PA4851_22995,P:GO:0018339,0.0,20
PA4851_22995,F:GO:0035599,0.0,20
PA4851_22995,F:GO:0046872,0.0,20
PA4851_22995,F:GO:0051539,0.0,20
PA4851_22995,F:GO:0103039,0.0,20
PA4851_23000,,4.42674E-46,1
PA4851_23005,,,
PA4851_23010,P:GO:0006812,9.75656E-54,4
PA4851_23010,F:GO:0042802,9.75656E-54,4
PA4851_23010,F:GO:0046872,9.75656E-54,4
PA4851_23015,,,
PA4851_23020,,,
PA4851_23025,,,
PA4851_23030,,,
PA4851_23035,,,
PA4851_23040,,,
PA4851_23045,P:GO:1900377,1.29742E-76,8
PA4851_23065,C:GO:0005829,4.84167E-38,20
PA4851_23065,P:GO:0006109,4.84167E-38,20
PA4851_23065,P:GO:0006402,4.84167E-38,20
PA4851_23065,P:GO:0009372,4.84167E-38,20
PA4851_23065,P:GO:0009405,4.84167E-38,20
PA4851_23065,P:GO:0030254,4.84167E-38,20
PA4851_23065,P:GO:0033103,4.84167E-38,20
PA4851_23065,P:GO:0043455,4.84167E-38,20
PA4851_23065,P:GO:0045947,4.84167E-38,20
PA4851_23065,P:GO:0045948,4.84167E-38,20
PA4851_23065,F:GO:0048027,4.84167E-38,20
PA4851_23065,P:GO:1900190,4.84167E-38,20
PA4851_23070,F:GO:0004072,0.0,20
PA4851_23070,F:GO:0005524,0.0,20
PA4851_23070,C:GO:0005618,0.0,20
PA4851_23070,C:GO:0005829,0.0,20
PA4851_23070,C:GO:0005886,0.0,20
PA4851_23070,P:GO:0009086,0.0,20
PA4851_23070,P:GO:0009088,0.0,20
PA4851_23070,P:GO:0009089,0.0,20
PA4851_23070,P:GO:0016310,0.0,20
PA4851_23070,P:GO:0019877,0.0,20
PA4851_23075,F:GO:0000049,0.0,20
PA4851_23075,F:GO:0004813,0.0,20
PA4851_23075,F:GO:0005524,0.0,20
PA4851_23075,C:GO:0005829,0.0,20
PA4851_23075,P:GO:0006400,0.0,20
PA4851_23075,P:GO:0006419,0.0,20
PA4851_23075,F:GO:0008270,0.0,20
PA4851_23075,F:GO:0016597,0.0,20
PA4851_23075,P:GO:0045892,0.0,20
PA4851_23080,C:GO:0005829,6.68308E-137,14
PA4851_23080,P:GO:0006545,6.68308E-137,14
PA4851_23080,P:GO:0006567,6.68308E-137,14
PA4851_23080,F:GO:0008732,6.68308E-137,14
PA4851_23080,F:GO:0016853,6.68308E-137,14
PA4851_23080,F:GO:0030170,6.68308E-137,14
PA4851_23080,F:GO:0042802,6.68308E-137,14
PA4851_23080,F:GO:0050179,6.68308E-137,14
PA4851_23085,F:GO:0008270,0.0,20
PA4851_23085,F:GO:0009017,0.0,20
PA4851_23085,F:GO:0016788,0.0,20
PA4851_23085,P:GO:0019544,0.0,20
PA4851_23085,P:GO:0019545,0.0,20
PA4851_23090,,,
PA4851_23095,F:GO:0009015,0.0,20
PA4851_23095,P:GO:0019544,0.0,20
PA4851_23095,P:GO:0019545,0.0,20
PA4851_23100,F:GO:0005515,0.0,20
PA4851_23100,F:GO:0019145,0.0,20
PA4851_23100,P:GO:0019544,0.0,20
PA4851_23100,P:GO:0019545,0.0,20
PA4851_23100,F:GO:0033737,0.0,20
PA4851_23100,F:GO:0043824,0.0,20
PA4851_23100,P:GO:0055114,0.0,20
PA4851_23105,F:GO:0008791,0.0,20
PA4851_23105,P:GO:0019545,0.0,20
PA4851_23110,F:GO:0008791,0.0,20
PA4851_23110,P:GO:0019545,0.0,20
PA4851_23115,F:GO:0003992,0.0,20
PA4851_23115,F:GO:0004069,0.0,20
PA4851_23115,C:GO:0005737,0.0,20
PA4851_23115,F:GO:0009016,0.0,20
PA4851_23115,P:GO:0019545,0.0,20
PA4851_23115,F:GO:0030170,0.0,20
PA4851_23115,P:GO:0033359,0.0,20
PA4851_23115,P:GO:0042450,0.0,20
PA4851_23115,F:GO:0043825,0.0,20
PA4851_23120,,,
PA4851_23125,F:GO:0000976,0.0,20
PA4851_23125,F:GO:0001216,0.0,20
PA4851_23125,F:GO:0001217,0.0,20
PA4851_23125,P:GO:0009896,0.0,20
PA4851_23125,C:GO:0032993,0.0,20
PA4851_23125,P:GO:0045892,0.0,20
PA4851_23125,P:GO:0045893,0.0,20
PA4851_23125,P:GO:1900079,0.0,20
PA4851_23125,P:GO:1900081,0.0,20
PA4851_23130,F:GO:0005291,0.0,20
PA4851_23130,F:GO:0005524,0.0,20
PA4851_23130,F:GO:0015184,0.0,20
PA4851_23130,F:GO:0015426,0.0,20
PA4851_23130,P:GO:0015811,0.0,20
PA4851_23130,P:GO:0015817,0.0,20
PA4851_23130,F:GO:0033230,0.0,20
PA4851_23130,C:GO:0043190,0.0,20
PA4851_23130,P:GO:0097638,0.0,20
PA4851_23130,P:GO:0097640,0.0,20
PA4851_23130,P:GO:1903810,0.0,20
PA4851_23135,,,
PA4851_23140,C:GO:0043190,2.86566E-69,20
PA4851_23140,P:GO:0071705,2.86566E-69,20
PA4851_23145,F:GO:0005291,5.24454E-73,20
PA4851_23145,C:GO:0005887,5.24454E-73,20
PA4851_23145,P:GO:0006791,5.24454E-73,20
PA4851_23145,F:GO:0015184,5.24454E-73,20
PA4851_23145,P:GO:0015811,5.24454E-73,20
PA4851_23145,C:GO:0043190,5.24454E-73,20
PA4851_23145,P:GO:1903810,5.24454E-73,20
PA4851_23150,P:GO:0006995,5.38764E-78,20
PA4851_23150,F:GO:0015075,5.38764E-78,20
PA4851_23150,F:GO:0015318,5.38764E-78,20
PA4851_23150,C:GO:0030288,5.38764E-78,20
PA4851_23150,F:GO:0034618,5.38764E-78,20
PA4851_23150,P:GO:0071294,5.38764E-78,20
PA4851_23150,P:GO:0097638,5.38764E-78,20
PA4851_23160,F:GO:0003987,0.0,20
PA4851_23160,F:GO:0005524,0.0,20
PA4851_23160,F:GO:0016208,0.0,20
PA4851_23160,P:GO:0019427,0.0,20
PA4851_23160,F:GO:0046872,0.0,20
PA4851_23165,C:GO:0005886,0.0,15
PA4851_23165,F:GO:0015556,0.0,15
PA4851_23165,P:GO:0015740,0.0,15
PA4851_23165,C:GO:0016021,0.0,15
PA4851_23165,P:GO:0034219,0.0,15
PA4851_23170,C:GO:0005886,3.16931E-99,3
PA4851_23170,P:GO:0015740,3.16931E-99,3
PA4851_23170,C:GO:0016021,3.16931E-99,3
PA4851_23175,P:GO:0015740,0.0,20
PA4851_23175,C:GO:0030288,0.0,20
PA4851_23175,P:GO:0055085,0.0,20
PA4851_23180,F:GO:0016833,1.2744E-33,20
PA4851_23180,P:GO:0044237,1.2744E-33,20
PA4851_23180,P:GO:0044281,1.2744E-33,20
PA4851_23180,F:GO:0046872,1.2744E-33,20
PA4851_23180,P:GO:0071704,1.2744E-33,20
PA4851_23185,F:GO:0008410,6.66435E-62,20
PA4851_23190,P:GO:0002237,6.96652E-32,7
PA4851_23190,P:GO:0031347,6.96652E-32,7
PA4851_23190,P:GO:0033993,6.96652E-32,7
PA4851_23190,P:GO:0048585,6.96652E-32,7
PA4851_23190,P:GO:0050776,6.96652E-32,7
PA4851_23190,P:GO:0050794,6.96652E-32,7
PA4851_23190,P:GO:0071345,6.96652E-32,7
PA4851_23190,P:GO:1901700,6.96652E-32,7
PA4851_23195,F:GO:0000287,6.63506E-56,13
PA4851_23195,F:GO:0003674,6.63506E-56,13
PA4851_23195,F:GO:0004462,6.63506E-56,13
PA4851_23195,F:GO:0005515,6.63506E-56,13
PA4851_23195,C:GO:0005575,6.63506E-56,13
PA4851_23195,C:GO:0005737,6.63506E-56,13
PA4851_23195,C:GO:0005829,6.63506E-56,13
PA4851_23195,P:GO:0008150,6.63506E-56,13
PA4851_23195,P:GO:0009405,6.63506E-56,13
PA4851_23195,P:GO:0009636,6.63506E-56,13
PA4851_23195,F:GO:0016151,6.63506E-56,13
PA4851_23195,F:GO:0016740,6.63506E-56,13
PA4851_23195,F:GO:0016765,6.63506E-56,13
PA4851_23195,F:GO:0016829,6.63506E-56,13
PA4851_23195,P:GO:0019243,6.63506E-56,13
PA4851_23195,P:GO:0046677,6.63506E-56,13
PA4851_23195,F:GO:0046872,6.63506E-56,13
PA4851_23200,F:GO:0000166,6.41078E-66,20
PA4851_23200,F:GO:0003995,6.41078E-66,20
PA4851_23200,C:GO:0005634,6.41078E-66,20
PA4851_23200,P:GO:0006635,6.41078E-66,20
PA4851_23200,C:GO:0016020,6.41078E-66,20
PA4851_23200,P:GO:0019605,6.41078E-66,20
PA4851_23200,F:GO:0043168,6.41078E-66,20
PA4851_23200,C:GO:0044429,6.41078E-66,20
PA4851_23200,F:GO:0050662,6.41078E-66,20
PA4851_23200,P:GO:0050896,6.41078E-66,20
PA4851_23200,P:GO:0051262,6.41078E-66,20
PA4851_23200,F:GO:0052890,6.41078E-66,20
PA4851_23200,C:GO:0070013,6.41078E-66,20
PA4851_23200,C:GO:0071944,6.41078E-66,20
PA4851_23205,C:GO:0005739,2.19629E-59,2
PA4851_23205,P:GO:0006633,2.19629E-59,2
PA4851_23205,P:GO:0015977,2.19629E-59,2
PA4851_23205,F:GO:0016491,2.19629E-59,2
PA4851_23205,F:GO:0016829,2.19629E-59,2
PA4851_23205,F:GO:0019171,2.19629E-59,2
PA4851_23205,P:GO:0055114,2.19629E-59,2
PA4851_23210,F:GO:0005488,3.08436E-28,20
PA4851_23215,F:GO:0003700,5.09542E-45,20
PA4851_23215,P:GO:0006355,5.09542E-45,20
PA4851_23215,P:GO:0009890,5.09542E-45,20
PA4851_23215,P:GO:0010604,5.09542E-45,20
PA4851_23215,P:GO:0031325,5.09542E-45,20
PA4851_23215,F:GO:0043565,5.09542E-45,20
PA4851_23215,F:GO:0044212,5.09542E-45,20
PA4851_23215,P:GO:0051173,5.09542E-45,20
PA4851_23220,F:GO:0005515,1.19362E-75,20
PA4851_23220,C:GO:0005886,1.19362E-75,20
PA4851_23220,C:GO:0016020,1.19362E-75,20
PA4851_23220,C:GO:0016021,1.19362E-75,20
PA4851_23220,F:GO:0022857,1.19362E-75,20
PA4851_23220,P:GO:0046942,1.19362E-75,20
PA4851_23220,P:GO:0055085,1.19362E-75,20
PA4851_23225,,,
PA4851_23230,F:GO:0003677,4.79534E-146,20
PA4851_23230,F:GO:0003700,4.79534E-146,20
PA4851_23230,F:GO:0005524,4.79534E-146,20
PA4851_23230,C:GO:0005829,4.79534E-146,20
PA4851_23230,F:GO:0008073,4.79534E-146,20
PA4851_23230,P:GO:0010967,4.79534E-146,20
PA4851_23230,F:GO:0042802,4.79534E-146,20
PA4851_23230,P:GO:0045892,4.79534E-146,20
PA4851_23230,P:GO:2000144,4.79534E-146,20
PA4851_23235,F:GO:0004505,0.0,20
PA4851_23235,F:GO:0005506,0.0,20
PA4851_23235,F:GO:0005515,0.0,20
PA4851_23235,P:GO:0006559,0.0,20
PA4851_23235,P:GO:0006570,0.0,20
PA4851_23235,P:GO:0006950,0.0,20
PA4851_23235,P:GO:0007399,0.0,20
PA4851_23235,P:GO:0007507,0.0,20
PA4851_23235,P:GO:0007600,0.0,20
PA4851_23235,P:GO:0007612,0.0,20
PA4851_23235,P:GO:0007613,0.0,20
PA4851_23235,P:GO:0007617,0.0,20
PA4851_23235,P:GO:0007626,0.0,20
PA4851_23235,F:GO:0008144,0.0,20
PA4851_23235,P:GO:0009095,0.0,20
PA4851_23235,P:GO:0009628,0.0,20
PA4851_23235,P:GO:0010038,0.0,20
PA4851_23235,P:GO:0010259,0.0,20
PA4851_23235,C:GO:0012505,0.0,20
PA4851_23235,P:GO:0017085,0.0,20
PA4851_23235,P:GO:0019748,0.0,20
PA4851_23235,C:GO:0030424,0.0,20
PA4851_23235,C:GO:0030659,0.0,20
PA4851_23235,P:GO:0031667,0.0,20
PA4851_23235,P:GO:0034641,0.0,20
PA4851_23235,P:GO:0035094,0.0,20
PA4851_23235,P:GO:0035690,0.0,20
PA4851_23235,F:GO:0036094,0.0,20
PA4851_23235,P:GO:0042416,0.0,20
PA4851_23235,C:GO:0043025,0.0,20
PA4851_23235,C:GO:0043231,0.0,20
PA4851_23235,P:GO:0043434,0.0,20
PA4851_23235,P:GO:0044255,0.0,20
PA4851_23235,P:GO:0046483,0.0,20
PA4851_23235,P:GO:0048545,0.0,20
PA4851_23235,P:GO:0048592,0.0,20
PA4851_23235,P:GO:0050789,0.0,20
PA4851_23235,P:GO:0051262,0.0,20
PA4851_23235,P:GO:0051705,0.0,20
PA4851_23235,P:GO:0055114,0.0,20
PA4851_23235,P:GO:0065008,0.0,20
PA4851_23235,P:GO:0070848,0.0,20
PA4851_23235,P:GO:0071310,0.0,20
PA4851_23235,F:GO:0097159,0.0,20
PA4851_23235,P:GO:0097305,0.0,20
PA4851_23235,C:GO:0098793,0.0,20
PA4851_23235,C:GO:0120038,0.0,20
PA4851_23235,P:GO:1901607,0.0,20
PA4851_23240,P:GO:0006729,1.33398E-85,20
PA4851_23240,F:GO:0008124,1.33398E-85,20
PA4851_23245,F:GO:0004069,0.0,20
PA4851_23245,F:GO:0004838,0.0,20
PA4851_23245,F:GO:0005507,0.0,20
PA4851_23245,C:GO:0005618,0.0,20
PA4851_23245,C:GO:0005774,0.0,20
PA4851_23245,C:GO:0005777,0.0,20
PA4851_23245,C:GO:0005829,0.0,20
PA4851_23245,C:GO:0005886,0.0,20
PA4851_23245,P:GO:0006532,0.0,20
PA4851_23245,P:GO:0006572,0.0,20
PA4851_23245,P:GO:0009098,0.0,20
PA4851_23245,C:GO:0009506,0.0,20
PA4851_23245,C:GO:0009536,0.0,20
PA4851_23245,P:GO:0010150,0.0,20
PA4851_23245,P:GO:0019292,0.0,20
PA4851_23245,P:GO:0019509,0.0,20
PA4851_23245,P:GO:0019551,0.0,20
PA4851_23245,F:GO:0030170,0.0,20
PA4851_23245,P:GO:0033585,0.0,20
PA4851_23245,F:GO:0042802,0.0,20
PA4851_23245,F:GO:0050048,0.0,20
PA4851_23245,F:GO:0080130,0.0,20
PA4851_23250,F:GO:0004175,0.0,16
PA4851_23250,P:GO:0006508,0.0,16
PA4851_23250,P:GO:0008360,0.0,16
PA4851_23250,F:GO:0009002,0.0,16
PA4851_23250,P:GO:0009252,0.0,16
PA4851_23250,C:GO:0016020,0.0,16
PA4851_23250,P:GO:0042493,0.0,16
PA4851_23250,C:GO:0042597,0.0,16
PA4851_23250,P:GO:0043093,0.0,16
PA4851_23250,P:GO:0071555,0.0,16
PA4851_23250,C:GO:0071944,0.0,16
PA4851_23255,F:GO:0003747,6.13045E-74,15
PA4851_23255,F:GO:0004045,6.13045E-74,15
PA4851_23255,C:GO:0005739,6.13045E-74,15
PA4851_23255,P:GO:0006415,6.13045E-74,15
PA4851_23255,F:GO:0043022,6.13045E-74,15
PA4851_23255,P:GO:0072344,6.13045E-74,15
PA4851_23260,F:GO:0005515,8.3361E-90,5
PA4851_23260,C:GO:0009279,8.3361E-90,5
PA4851_23260,F:GO:0060241,8.3361E-90,5
PA4851_23265,F:GO:0001761,0.0,20
PA4851_23265,P:GO:0001762,0.0,20
PA4851_23265,F:GO:0005302,0.0,20
PA4851_23265,C:GO:0005887,0.0,20
PA4851_23265,F:GO:0009977,0.0,20
PA4851_23265,F:GO:0015180,0.0,20
PA4851_23265,F:GO:0015187,0.0,20
PA4851_23265,F:GO:0015192,0.0,20
PA4851_23265,F:GO:0015196,0.0,20
PA4851_23265,P:GO:0015808,0.0,20
PA4851_23265,P:GO:0015816,0.0,20
PA4851_23265,P:GO:0015823,0.0,20
PA4851_23265,P:GO:0015827,0.0,20
PA4851_23265,P:GO:0015828,0.0,20
PA4851_23265,P:GO:0042891,0.0,20
PA4851_23265,F:GO:0042895,0.0,20
PA4851_23265,P:GO:0042941,0.0,20
PA4851_23265,P:GO:0042942,0.0,20
PA4851_23265,F:GO:0042944,0.0,20
PA4851_23265,F:GO:0042945,0.0,20
PA4851_23265,P:GO:0071806,0.0,20
PA4851_23270,F:GO:0003868,0.0,20
PA4851_23270,C:GO:0005737,0.0,20
PA4851_23270,P:GO:0006559,0.0,20
PA4851_23270,P:GO:0006572,0.0,20
PA4851_23270,P:GO:0009405,0.0,20
PA4851_23270,P:GO:0019836,0.0,20
PA4851_23270,F:GO:0046872,0.0,20
PA4851_23270,P:GO:0055114,0.0,20
PA4851_23270,F:GO:0090729,0.0,20
PA4851_23275,F:GO:0003677,3.33078E-22,17
PA4851_23275,P:GO:0006355,3.33078E-22,17
PA4851_23280,F:GO:0000166,4.79327E-48,20
PA4851_23280,F:GO:0003676,4.79327E-48,20
PA4851_23280,P:GO:0008610,4.79327E-48,20
PA4851_23280,C:GO:0009507,4.79327E-48,20
PA4851_23280,C:GO:0016020,4.79327E-48,20
PA4851_23280,F:GO:0016628,4.79327E-48,20
PA4851_23280,C:GO:0031967,4.79327E-48,20
PA4851_23280,F:GO:0043168,4.79327E-48,20
PA4851_23280,P:GO:0044085,4.79327E-48,20
PA4851_23280,P:GO:0044237,4.79327E-48,20
PA4851_23280,P:GO:0044283,4.79327E-48,20
PA4851_23280,C:GO:0044435,4.79327E-48,20
PA4851_23280,F:GO:0050662,4.79327E-48,20
PA4851_23285,,,
PA4851_23290,P:GO:0007165,1.21468E-101,20
